phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
187,26.09552526473999,6.523881316184998,6.570230007171631,4.47319757938385,1.1182993948459625,1.3178874254226685
188,26.10087776184082,6.525219440460205,6.572079658508301,4.504509687423706,1.1261274218559265,1.3292548656463623
189,26.108293533325195,6.527073383331299,6.574888229370117,4.545808970928192,1.136452242732048,1.34390127658844
190,26.115288257598877,6.528822064399719,6.577508449554443,4.584663927555084,1.146165981888771,1.3574309349060059
191,26.121841430664062,6.530460357666016,6.579940319061279,4.620987892150879,1.1552469730377197,1.3698872327804565
192,26.12794828414917,6.5319870710372925,6.582189559936523,4.654770374298096,1.163692593574524,1.3813234567642212
193,26.133610725402832,6.533402681350708,6.584262371063232,4.686056315898895,1.1715140789747238,1.391798734664917
194,26.13855266571045,6.534638166427612,6.58559513092041,4.712539196014404,1.178134799003601,1.399204969406128
195,26.143168449401855,6.535792112350464,6.586839199066162,4.737346649169922,1.1843366622924805,1.4060789346694946
196,26.147456645965576,6.536864161491394,6.58799409866333,4.760461151599884,1.190115287899971,1.412434697151184
